,date,price,buysell,balance
120,2021-10-06,1275.449951171875,buy,-173.0250244140625
121,2021-10-11,1302.9000244140625,sell,-145.574951171875
122,2021-10-12,1250.3499755859375,buy,-145.574951171875
123,2021-10-18,1221.4000244140625,sell,-174.52490234375
124,2021-10-19,1232.0999755859375,buy,-174.52490234375
125,2021-10-22,1194.0,sell,-212.6248779296875
126,2021-10-27,1177.1500244140625,buy,-212.6248779296875
127,2021-10-28,1152.0,sell,-237.77490234375
128,2021-12-09,1168.550048828125,buy,-237.77490234375
129,2021-12-13,1159.0999755859375,sell,-247.2249755859375
130,2021-12-15,1148.9000244140625,buy,-247.2249755859375
131,2021-12-16,1159.75,sell,-236.375
132,2022-01-18,1219.75,buy,-236.375
133,2022-01-20,1175.3499755859375,sell,-280.7750244140625
134,2022-02-02,1170.949951171875,buy,-280.7750244140625
135,2022-02-10,1190.3499755859375,sell,-261.375
136,2022-02-23,1153.0,buy,-261.375
137,2022-02-24,1098.550048828125,sell,-315.824951171875
138,2022-03-16,1199.5,buy,-315.824951171875
139,2022-03-21,1168.050048828125,sell,-347.27490234375
