,date,price,buysell,balance
0,2017-04-05,297.3500061035156,buy,0.0
1,2017-04-06,292.8500061035156,sell,-4.5
2,2017-05-04,299.04998779296875,buy,-4.5
3,2017-05-05,296.0,sell,-7.54998779296875
4,2017-06-22,294.5,buy,-7.54998779296875
5,2017-06-23,288.95001220703125,sell,-13.0999755859375
6,2017-07-13,288.75,buy,-13.0999755859375
7,2017-07-24,294.54998779296875,sell,-7.29998779296875
8,2017-10-25,324.8999938964844,buy,-7.29998779296875
9,2017-10-26,320.5,sell,-11.699981689453125
10,2018-01-24,329.8999938964844,buy,-11.699981689453125
11,2018-01-25,313.1499938964844,sell,-28.449981689453125
12,2018-04-10,263.29998779296875,buy,-28.449981689453125
13,2018-04-11,257.04998779296875,sell,-34.699981689453125
14,2018-05-11,250.35000610351562,buy,-34.699981689453125
15,2018-05-16,243.10000610351562,sell,-41.949981689453125
16,2018-05-22,253.89999389648438,buy,-41.949981689453125
17,2018-05-23,263.20001220703125,sell,-32.64996337890625
18,2018-07-24,266.8500061035156,buy,-32.64996337890625
19,2018-07-26,287.70001220703125,sell,-11.799957275390625
20,2018-11-01,285.8999938964844,buy,-11.799957275390625
21,2018-11-05,294.95001220703125,sell,-2.74993896484375
22,2018-12-13,289.0,buy,-2.74993896484375
23,2018-12-19,300.70001220703125,sell,8.9500732421875
24,2019-03-08,281.20001220703125,buy,8.9500732421875
25,2019-03-11,287.3500061035156,sell,15.100067138671875
26,2019-05-15,312.1000061035156,buy,15.100067138671875
27,2019-05-17,319.25,sell,22.25006103515625
28,2019-09-23,313.75,buy,22.25006103515625
29,2019-09-24,302.6000061035156,sell,11.100067138671875
30,2019-10-27,281.79998779296875,buy,11.100067138671875
31,2019-10-30,289.8999938964844,sell,19.2000732421875
32,2019-12-13,332.54998779296875,buy,19.2000732421875
33,2019-12-18,326.95001220703125,sell,13.60009765625
34,2020-02-13,327.45001220703125,buy,13.60009765625
35,2020-02-14,319.3999938964844,sell,5.550079345703125
36,2020-02-19,320.3500061035156,buy,5.550079345703125
37,2020-02-20,327.6499938964844,sell,12.850067138671875
38,2020-06-05,187.8000030517578,buy,12.850067138671875
39,2020-06-09,184.4499969482422,sell,9.50006103515625
40,2020-10-12,198.6999969482422,buy,9.50006103515625
41,2020-10-13,195.6999969482422,sell,6.50006103515625
42,2020-11-03,204.75,buy,6.50006103515625
43,2020-11-05,218.64999389648438,sell,20.400054931640625
44,2021-05-06,355.54998779296875,buy,20.400054931640625
45,2021-05-11,364.6499938964844,sell,29.50006103515625
46,2021-09-03,431.3999938964844,buy,29.50006103515625
47,2021-09-15,443.8500061035156,sell,41.9500732421875
48,2022-01-05,492.3999938964844,buy,41.9500732421875
49,2022-01-10,503.6499938964844,sell,53.2000732421875
50,2022-03-22,493.70001220703125,buy,53.2000732421875
51,2022-03-24,487.1000061035156,sell,46.600067138671875
